# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Fri Jan 12 04:34:25 2018
#
# COLUMN pl_hostname:    Host Name
# COLUMN pl_letter:      Planet Letter
# COLUMN pl_discmethod:  Discovery Method
# COLUMN pl_pnum:        Number of Planets in System
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [AU]
# COLUMN pl_orbsmaxerr1: Orbit Semi-Major Axis Upper Unc. [AU]
# COLUMN pl_orbsmaxerr2: Orbit Semi-Major Axis Lower Unc. [AU]
# COLUMN pl_orbsmaxlim:  Orbit Semi-Major Axis Limit Flag
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_orbeccenerr1: Eccentricity Upper Unc.
# COLUMN pl_orbeccenerr2: Eccentricity Lower Unc.
# COLUMN pl_orbeccenlim: Eccentricity Limit Flag
# COLUMN pl_orbincl:     Inclination [deg]
# COLUMN pl_orbinclerr1: Inclination Upper Unc. [deg]
# COLUMN pl_orbinclerr2: Inclination Lower Unc. [deg]
# COLUMN pl_orbincllim:  Inclination Limit Flag
# COLUMN pl_bmassj:      Planet Mass or M*sin(i)[Jupiter mass]
# COLUMN pl_bmassjerr1:  Planet Mass or M*sin(i)Upper Unc. [Jupiter mass]
# COLUMN pl_bmassjerr2:  Planet Mass or M*sin(i)Lower Unc. [Jupiter mass]
# COLUMN pl_bmassjlim:   Planet Mass or M*sin(i)Limit Flag
# COLUMN pl_bmassprov:   Planet Mass or M*sin(i) Provenance
# COLUMN pl_radj:        Planet Radius [Jupiter radii]
# COLUMN pl_radjerr1:    Planet Radius Upper Unc. [Jupiter radii]
# COLUMN pl_radjerr2:    Planet Radius Lower Unc. [Jupiter radii]
# COLUMN pl_radjlim:     Planet Radius Limit Flag
# COLUMN pl_dens:        Planet Density [g/cm**3]
# COLUMN pl_denserr1:    Planet Density Upper Unc. [g/cm**3]
# COLUMN pl_denserr2:    Planet Density Lower Unc. [g/cm**3]
# COLUMN pl_denslim:     Planet Density Limit Flag
# COLUMN pl_ttvflag:     TTV Flag
# COLUMN pl_kepflag:     Kepler Field Flag
# COLUMN pl_k2flag:      K2 Mission Flag
# COLUMN pl_nnotes:      Number of Notes
# COLUMN ra_str:         RA [sexagesimal]
# COLUMN ra:             RA [sexagesimal]
# COLUMN dec_str:        Dec [sexagesimal]
# COLUMN dec:            Dec [sexagesimal]
# COLUMN st_dist:        Distance [pc]
# COLUMN st_disterr1:    Distance Upper Unc. [pc]
# COLUMN st_disterr2:    Distance Lower Unc. [pc]
# COLUMN st_distlim:     Distance Limit Flag
# COLUMN st_optmag:      Optical Magnitude [mag]
# COLUMN st_optmagerr:   Optical Magnitude Unc. [mag]
# COLUMN st_optmaglim:   Optical Magnitude Limit Flag
# COLUMN st_optmagblend: Optical Magnitude Blend Flag
# COLUMN st_optband:     Optical Magnitude Band
# COLUMN gaia_gmag:      G-band (Gaia) [mag]
# COLUMN gaia_gmagerr:   G-band (Gaia) Unc. [mag]
# COLUMN gaia_gmaglim:   G-band (Gaia) Limit Flag
# COLUMN st_teff:        Effective Temperature [K]
# COLUMN st_tefferr1:    Effective Temperature Upper Unc. [K]
# COLUMN st_tefferr2:    Effective Temperature Lower Unc. [K]
# COLUMN st_tefflim:     Effective Temperature Limit Flag
# COLUMN st_teffblend:   Effective Temperature Blend Flag
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_masserr1:    Stellar Mass Upper Unc. [Solar mass]
# COLUMN st_masserr2:    Stellar Mass Lower Unc. [Solar mass]
# COLUMN st_masslim:     Stellar Mass Limit Flag
# COLUMN st_massblend:   Stellar Mass Blend Flag
# COLUMN st_rad:         Stellar Radius [Solar radii]
# COLUMN st_raderr1:     Stellar Radius Upper Unc. [Solar radii]
# COLUMN st_raderr2:     Stellar Radius Lower Unc. [Solar radii]
# COLUMN st_radlim:      Stellar Radius Limit Flag
# COLUMN st_radblend:    Stellar Radius Blend Flag
# COLUMN rowupdate:      Date of Last Update
# COLUMN pl_trandur:     Transit Duration [days]
# COLUMN pl_trandurerr1: Transit Duration Upper Unc. [days]
# COLUMN pl_trandurerr2: Transit Duration Lower Unc. [days]
# COLUMN pl_trandurlim:  Transit Duration Limit Flag
# COLUMN pl_tranmid:     Transit Midpoint [days]
# COLUMN pl_tranmiderr1: Transit Midpoint Upper Unc. [days]
# COLUMN pl_tranmiderr2: Transit Midpoint Lower Unc. [days]
# COLUMN pl_tranmidlim:  Transit Midpoint Limit Flag
# COLUMN pl_def_reflink: Default Reference
#
rowid,pl_hostname,pl_letter,pl_discmethod,pl_pnum,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,pl_ttvflag,pl_kepflag,pl_k2flag,pl_nnotes,ra_str,ra,dec_str,dec,st_dist,st_disterr1,st_disterr2,st_distlim,st_optmag,st_optmagerr,st_optmaglim,st_optmagblend,st_optband,gaia_gmag,gaia_gmagerr,gaia_gmaglim,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_teffblend,st_mass,st_masserr1,st_masserr2,st_masslim,st_massblend,st_rad,st_raderr1,st_raderr2,st_radlim,st_radblend,rowupdate,pl_trandur,pl_trandurerr1,pl_trandurerr2,pl_trandurlim,pl_tranmid,pl_tranmiderr1,pl_tranmiderr2,pl_tranmidlim,pl_def_reflink
828,K2-26,b,Transit,1,14.56650000,0.00160000,-0.00200000,0,0.096200,0.005400,-0.006100,0,,,,,88.400,1.200,-1.500,0,,,,,,0.238,0.041,-0.037,0,,,,,0,0,1,0,06h16m49.58s,94.206581,+24d35m47.1s,24.596411,,,,,14.530,0.030,0,,V (Johnson),,,,3785.00,185.00,-185.00,0,0,0.56,0.10,-0.10,0,0,0.52,0.08,-0.08,0,0,2016-01-21,0.1970833,0.0104167,-0.0050000,0,2456775.165900,0.002800,-0.002100,0,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...818...87S target=ref>Schlieder et al. 2016</a>
829,K2-27,b,Transit,1,6.77131500,0.00008500,-0.00008500,0,0.067020,0.000710,-0.000710,0,0.251000,0.088000,-0.088000,0,,,,,0.09722,0.01447,-0.01447,0,Mass,0.400,0.021,-0.021,0,1.87000,0.41000,-0.41000,0,0,0,1,0,11h26m03.64s,171.515167,+01d13m50.7s,1.230738,,,,,12.640,0.020,0,,V (Johnson),,,,5248.00,60.00,-60.00,0,0,0.87,0.03,-0.02,0,0,0.89,0.04,-0.04,0,0,2017-02-09,,,,,2456812.844840,0.000570,-0.000570,0,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2017AJ....153..142P target=ref>Petigura et al. 2017</a>
830,K2-28,b,Transit,1,2.26045500,0.00004100,-0.00004100,0,0.021400,0.001300,-0.001300,0,0.000000,,,0,88.900,0.800,-1.200,0,,,,,,0.207,0.021,-0.021,0,,,,,0,0,1,0,22h22m29.85s,335.624390,-07d57m19.3s,-7.955366,,,,,16.061,0.067,0,,V (Johnson),,,,3214.00,60.00,-60.00,0,0,0.26,0.05,-0.05,0,0,0.29,0.03,-0.03,0,0,2016-02-25,,,,,2456977.990120,0.000750,-0.000740,0,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...820...41H target=ref>Hirano et al. 2016</a>
831,K2-29,b,Transit,1,3.25883210,0.00000190,-0.00000190,0,0.042170,0.000240,-0.000240,0,0.066000,0.022000,-0.022000,0,86.656,0.110,-0.080,0,0.73000,0.04000,-0.04000,0,Mass,1.190,0.020,-0.020,0,0.53000,0.04000,-0.04000,0,0,0,1,0,04h10m40.96s,62.670647,+24d24m07.4s,24.402042,,,,,12.526,0.044,0,,V (Johnson),,,,5358.00,38.00,-38.00,0,0,0.94,0.02,-0.02,0,0,0.86,0.01,-0.01,0,0,2016-03-24,0.0925000,0.0004167,-0.0004167,0,2453219.009500,0.002200,-0.002200,0,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...824...55S target=ref>Santerne et al. 2016</a>
832,K2-3,b,Transit,3,10.05449000,0.00026000,-0.00026000,0,0.076900,0.003900,-0.003900,0,,,,,88.800,0.840,-1.120,0,,,,,,0.194,0.027,-0.027,0,,,,,0,0,1,0,11h29m20.39s,172.334946,-01d27m17.2s,-1.454787,,,,,12.170,0.010,0,,V (Johnson),,,,3896.00,189.00,-189.00,0,0,0.60,0.09,-0.09,0,0,0.56,0.07,-0.07,0,0,2016-07-07,0.1135833,0.0105000,-0.0046250,0,2456813.417300,0.001100,-0.001100,0,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...827...78S target=ref>Sinukoff et al. 2016</a>
833,K2-3,c,Transit,3,24.64354000,0.00117000,-0.00117000,0,0.139900,0.007000,-0.007000,0,,,,,89.120,0.620,-0.860,0,,,,,,0.165,0.024,-0.024,0,,,,,0,0,1,1,11h29m20.39s,172.334946,-01d27m17.2s,-1.454787,,,,,12.170,0.010,0,,V (Johnson),,,,3896.00,189.00,-189.00,0,0,0.60,0.09,-0.09,0,0,0.56,0.07,-0.07,0,0,2016-07-07,0.1513750,0.0204583,-0.0079583,0,2456812.281200,0.002200,-0.002200,0,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...827...78S target=ref>Sinukoff et al. 2016</a>
834,K2-3,d,Transit,3,44.55983000,0.00590000,-0.00590000,0,0.207600,0.010400,-0.010400,0,,,,,89.380,0.430,-0.640,0,,,,,,0.135,0.021,-0.021,0,,,,,0,0,1,3,11h29m20.39s,172.334946,-01d27m17.2s,-1.454787,,,,,12.170,0.010,0,,V (Johnson),,,,3896.00,189.00,-189.00,0,0,0.60,0.09,-0.09,0,0,0.56,0.07,-0.07,0,0,2016-07-07,0.1802083,0.0230000,-0.0106667,0,2456826.228800,0.003400,-0.003400,0,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...827...78S target=ref>Sinukoff et al. 2016</a>
835,K2-30,b,Transit,1,4.09850300,0.00001100,-0.00001100,0,0.048390,0.000760,-0.000760,0,0.000000,,,0,86.920,0.260,-0.240,0,0.57900,0.02800,-0.02700,0,Mass,1.039,0.050,-0.051,0,0.64000,0.09800,-0.08000,0,0,0,1,0,03h29m22.07s,52.341961,+22d17m57.9s,22.299404,,,,,13.530,0.040,0,,V (Johnson),,,,5425.00,40.00,-40.00,0,0,0.90,0.04,-0.04,0,0,0.84,0.03,-0.03,0,0,2016-04-14,0.0967000,0.0010000,-0.0010000,0,2457063.807140,0.000100,-0.000100,0,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016AJ....151..171J target=ref>Johnson et al. 2016</a>
836,K2-31,b,Transit,1,1.25785000,0.00000200,-0.00000200,0,0.022000,0.001800,-0.001800,0,0.000000,,,0,79.900,0.800,-0.800,0,1.77400,0.07900,-0.07900,0,Mass,1.060,0.350,-0.350,0,,,,,0,0,1,1,16h21m45.78s,245.440750,-23d32m52.3s,-23.547865,,,,,10.775,0.023,0,,V (Johnson),10.461,,0,5280.00,70.00,-70.00,0,0,0.91,0.06,-0.06,0,0,0.78,0.07,-0.07,0,0,2016-12-01,0.0409000,0.0002000,-0.0002000,0,2457191.708890,0.000240,-0.000240,0,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016AJ....152..132G target=ref>Grziwa et al. 2016</a>
837,K2-32,b,Transit,3,8.99213000,0.00016000,-0.00016000,0,0.080360,0.000880,-0.000880,0,0.000000,,,0,,,,,0.05191,0.00850,-0.00850,0,Mass,0.458,0.025,-0.025,0,0.67000,0.16000,-0.16000,0,0,0,1,0,16h49m42.26s,252.426086,-19d32m34.2s,-19.542822,,,,,12.310,0.020,0,,V (Johnson),,,,5275.00,60.00,-60.00,0,0,0.86,0.03,-0.03,0,0,0.84,0.04,-0.04,0,0,2017-02-09,,,,,2456909.918320,0.000550,-0.000550,0,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2017AJ....153..142P target=ref>Petigura et al. 2017</a>
838,K2-32,c,Transit,3,20.66020000,0.00170000,-0.00170000,0,0.139900,0.001500,-0.001500,0,0.000000,,,0,,,,,0.03807,,,1,Mass,0.269,0.022,-0.022,0,2.70000,,,1,0,0,1,0,16h49m42.26s,252.426086,-19d32m34.2s,-19.542822,,,,,12.310,0.020,0,,V (Johnson),,,,5275.00,60.00,-60.00,0,0,0.86,0.03,-0.03,0,0,0.84,0.04,-0.04,0,0,2017-02-09,,,,,2456961.406700,0.003200,-0.003200,0,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2017AJ....153..142P target=ref>Petigura et al. 2017</a>
839,K2-32,d,Transit,3,31.71540000,0.00220000,-0.00220000,0,0.186200,0.002000,-0.002000,0,0.000000,,,0,,,,,0.03241,0.01479,-0.01479,0,Mass,0.306,0.031,-0.031,0,1.38000,0.92000,-0.67000,0,0,0,1,0,16h49m42.26s,252.426086,-19d32m34.2s,-19.542822,,,,,12.310,0.020,0,,V (Johnson),,,,5275.00,60.00,-60.00,0,0,0.86,0.03,-0.03,0,0,0.84,0.04,-0.04,0,0,2017-02-09,,,,,2456903.790100,0.002600,-0.002600,0,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2017AJ....153..142P target=ref>Petigura et al. 2017</a>
840,K2-33,b,Transit,1,5.42486500,0.00003500,-0.00003100,0,,,,,0.000000,,,0,89.100,0.600,-1.100,0,3.70000,,,1,Mass,0.450,0.030,-0.033,0,,,,,0,0,1,0,16h10m14.74s,242.561401,-19d19m09.4s,-19.319273,,,,,15.714,0.058,0,,V (Johnson),,,,3540.00,70.00,-70.00,0,0,0.56,0.09,-0.09,0,0,1.05,0.07,-0.07,0,0,2016-06-23,0.1700000,0.0029167,-0.0029167,0,2456898.692880,0.001180,-0.001200,0,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016AJ....152...61M target=ref>Mann et al. 2016</a>
841,K2-34,b,Transit,1,2.99560700,0.00001700,-0.00001700,0,0.044190,0.000630,-0.001100,0,0.000000,,,0,82.060,0.510,-0.510,0,1.76000,0.13000,-0.13000,0,Mass,1.350,0.067,-0.067,0,0.94000,0.15000,-0.15000,0,0,0,1,0,08h30m18.91s,127.578773,+22d14m09.3s,22.235909,,,,,11.548,0.057,0,,V (Johnson),11.413,,0,6132.00,47.00,-47.00,0,0,1.28,0.06,-0.09,0,0,1.53,0.08,-0.08,0,0,2016-06-03,0.1038333,0.0009583,-0.0009583,0,2457141.351320,0.000220,-0.000220,0,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016A&A...594A..50L target=ref>Lillo-Box et al. 2016</a>
842,K2-35,b,Transit,2,5.60835200,0.00033500,-0.00033800,0,0.055000,0.002000,-0.002000,0,0.120000,0.156754,-0.096124,0,88.580,0.790,-0.440,0,,,,0,,0.172,0.012,-0.010,0,,,,0,0,0,1,0,11h20m24.74s,170.103088,+01d17m09.4s,1.285956,,,,,14.350,0.060,0,,V (Johnson),,,,4402.71,95.55,-93.27,0,0,0.70,0.07,-0.07,0,0,0.62,0.03,-0.03,0,0,2017-10-26,,,,0,2456812.119000,0.002000,-0.002000,0,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2017arXiv170307416D target=ref>Dressing et al. 2017</a>
843,K2-35,c,Transit,2,2.39996400,0.00019800,-0.00020400,0,0.031000,0.001000,-0.001000,0,0.130000,0.173535,-0.105654,0,88.980,0.710,-0.980,0,,,,0,,0.118,0.007,-0.007,0,,,,0,0,0,1,0,11h20m24.74s,170.103088,+01d17m09.4s,1.285956,,,,,14.350,0.060,0,,V (Johnson),,,,4402.71,95.55,-93.27,0,0,0.70,0.07,-0.07,0,0,0.62,0.03,-0.03,0,0,2017-10-26,,,,0,2456810.584000,0.004000,-0.004000,0,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2017arXiv170307416D target=ref>Dressing et al. 2017</a>
844,K2-36,b,Transit,2,1.42266000,0.00005000,-0.00005000,0,0.023000,0.000400,-0.000400,0,,,,,87.750,1.620,-2.400,0,,,,,,0.118,0.008,-0.008,0,,,,,0,0,1,0,11h17m47.78s,169.449066,+03d51m59.0s,3.866393,,,,,11.800,0.030,0,,V (Johnson),,,,4924.00,60.00,-60.00,0,0,0.80,0.04,-0.04,0,0,0.74,0.04,-0.04,0,0,2016-07-07,0.0502500,0.0032500,-0.0032500,0,2456809.468400,0.001700,-0.001700,0,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...827...78S target=ref>Sinukoff et al. 2016</a>
845,K2-36,c,Transit,2,5.34059000,0.00010000,-0.00010000,0,0.055500,0.000900,-0.000900,0,,,,,88.330,1.190,-1.630,0,,,,,,0.250,0.038,-0.028,0,,,,,0,0,1,0,11h17m47.78s,169.449066,+03d51m59.0s,3.866393,,,,,11.800,0.030,0,,V (Johnson),,,,4924.00,60.00,-60.00,0,0,0.80,0.04,-0.04,0,0,0.74,0.04,-0.04,0,0,2016-07-07,0.0527917,0.0125417,-0.0043333,0,2456812.842200,0.000800,-0.000800,0,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...827...78S target=ref>Sinukoff et al. 2016</a>
846,K2-37,b,Transit,3,4.44117000,0.00075000,-0.00075000,0,0.051100,0.000900,-0.000900,0,,,,,87.280,1.950,-3.370,0,,,,,,0.144,0.015,-0.015,0,,,,,0,0,1,0,16h13m48.24s,243.451004,-24d47m13.4s,-24.787062,,,,,12.520,0.060,0,,V (Johnson),,,,5413.00,60.00,-60.00,0,0,0.90,0.05,-0.05,0,0,0.85,0.04,-0.04,0,0,2016-07-07,0.1127500,0.0135417,-0.0092500,0,2456893.701300,0.008000,-0.008000,0,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...827...78S target=ref>Sinukoff et al. 2016</a>
847,K2-37,c,Transit,3,6.42904000,0.00036000,-0.00036000,0,0.065400,0.001100,-0.001100,0,,,,,87.370,1.830,-2.500,0,,,,,,0.245,0.024,-0.024,0,,,,,0,0,1,0,16h13m48.24s,243.451004,-24d47m13.4s,-24.787062,,,,,12.520,0.060,0,,V (Johnson),,,,5413.00,60.00,-60.00,0,0,0.90,0.05,-0.05,0,0,0.85,0.04,-0.04,0,0,2016-07-07,0.1302917,0.0190417,-0.0082500,0,2456898.860300,0.002300,-0.002300,0,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...827...78S target=ref>Sinukoff et al. 2016</a>
848,K2-37,d,Transit,3,14.09189000,0.00135000,-0.00135000,0,0.110300,0.001800,-0.001800,0,,,,,88.340,1.180,-1.650,0,,,,,,0.244,0.032,-0.032,0,,,,,0,0,1,0,16h13m48.24s,243.451004,-24d47m13.4s,-24.787062,,,,,12.520,0.060,0,,V (Johnson),,,,5413.00,60.00,-60.00,0,0,0.90,0.05,-0.05,0,0,0.85,0.04,-0.04,0,0,2016-07-07,0.1236250,0.0303333,-0.0108750,0,2456907.231500,0.003100,-0.003100,0,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...827...78S target=ref>Sinukoff et al. 2016</a>
849,K2-38,b,Transit,2,4.01593000,0.00050000,-0.00050000,0,0.050600,0.000800,-0.000800,0,,,,,87.280,1.880,-3.080,0,0.03776,0.00912,-0.00912,0,Mass,0.138,0.014,-0.014,0,17.50000,8.50000,-6.20000,0,0,0,1,0,16h00m08.06s,240.033585,-23d11m21.4s,-23.189287,,,,,11.390,0.030,0,,V (Johnson),11.155,,0,5757.00,60.00,-60.00,0,0,1.07,0.05,-0.05,0,0,1.10,0.09,-0.09,0,0,2016-07-07,0.1192083,0.0091667,-0.0091667,0,2456896.878600,0.005400,-0.005400,0,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...827...78S target=ref>Sinukoff et al. 2016</a>
850,K2-38,c,Transit,2,10.56103000,0.00090000,-0.00090000,0,0.096400,0.001600,-0.001600,0,,,,,88.610,1.000,-1.670,0,0.03115,0.01447,-0.01447,0,Mass,0.216,0.026,-0.026,0,3.60000,2.70000,-1.90000,0,0,0,1,0,16h00m08.06s,240.033585,-23d11m21.4s,-23.189287,,,,,11.390,0.030,0,,V (Johnson),11.155,,0,5757.00,60.00,-60.00,0,0,1.07,0.05,-0.05,0,0,1.10,0.09,-0.09,0,0,2016-07-07,0.1055417,0.0130000,-0.0060000,0,2456900.475200,0.003300,-0.003300,0,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...827...78S target=ref>Sinukoff et al. 2016</a>
851,K2-39,b,Transit,1,4.60497000,0.00077000,-0.00077000,0,0.057400,0.001200,-0.001200,0,0.152000,0.084000,-0.068000,0,,,,,0.12522,0.01384,-0.01384,0,Mass,0.509,0.056,-0.056,0,1.17000,0.47000,-0.32000,0,0,0,1,0,22h33m28.41s,338.368378,-09d01m22.0s,-9.022769,,,,,10.830,0.080,0,,V (Johnson),,,,4912.00,60.00,-60.00,0,0,1.19,0.09,-0.07,0,0,2.93,0.21,-0.21,0,0,2017-02-09,,,,,2456985.431500,0.005800,-0.005800,0,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2017AJ....153..142P target=ref>Petigura et al. 2017</a>
852,K2-4,b,Transit,1,10.00341700,0.00101700,-0.00099600,0,0.078000,0.003000,-0.003000,0,0.080000,0.161192,-0.068641,0,89.540,0.320,-0.430,0,,,,0,,0.187,0.018,-0.017,0,,,,0,0,0,1,0,11h38m58.95s,174.745636,-03d54m20.1s,-3.905585,,,,,14.907,0.030,0,,V (Johnson),,,,4014.73,173.12,-154.57,0,0,0.64,0.06,-0.06,0,0,0.57,0.05,-0.05,0,0,2017-10-26,,,,0,2456815.524000,0.004000,-0.004000,0,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2017arXiv170307416D target=ref>Dressing et al. 2017</a>
853,K2-42,b,Transit,1,6.68796000,0.00093000,-0.00093000,0,0.061700,0.001300,-0.001300,0,,,,,,,,,,,,,,0.192,0.021,-0.021,0,,,,,0,0,1,0,11h46m39.77s,176.665726,-05d10m18.9s,-5.171913,,,,,15.023,0.020,0,,V (Johnson),,,,4613.00,71.00,-71.00,0,0,0.70,0.05,-0.05,0,0,0.64,0.04,-0.04,0,0,2016-07-18,0.1266667,0.0083333,-0.0083333,0,2456814.676300,0.005200,-0.005200,0,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJS..226....7C target=ref>Crossfield et al. 2016</a>
854,K2-43,b,Transit,1,3.47134100,0.00016300,-0.00016100,0,0.038000,0.001000,-0.001000,0,0.070000,0.149039,-0.057685,0,88.900,0.760,-0.900,0,,,,0,,0.424,0.030,-0.029,0,,,,0,0,0,1,0,11h16m28.11s,169.117142,-03d58m31.6s,-3.975440,,,,,15.596,0.050,0,,V (Johnson),,,,3889.72,120.75,-112.52,0,0,0.60,0.06,-0.06,0,0,0.59,0.04,-0.04,0,0,2017-10-26,,,,0,2456809.881000,0.002000,-0.002000,0,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2017arXiv170307416D target=ref>Dressing et al. 2017</a>
855,K2-44,b,Transit,1,5.65688000,0.00059000,-0.00059000,0,0.065100,0.001100,-0.001100,0,,,,,,,,,,,,,,0.243,0.029,-0.029,0,,,,,0,0,1,0,11h36m02.79s,174.011627,-02d31m15.2s,-2.520881,,,,,12.189,0.120,0,,V (Johnson),,,,5912.00,51.00,-51.00,0,0,1.15,0.06,-0.06,0,0,1.58,0.15,-0.15,0,0,2016-07-18,0.1816667,0.0054167,-0.0054167,0,2456811.717600,0.004400,-0.004400,0,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJS..226....7C target=ref>Crossfield et al. 2016</a>
856,K2-45,b,Transit,1,1.72926840,0.00000690,-0.00000690,0,0.022400,0.001200,-0.001200,0,,,,,,,,,,,,,,0.599,0.000,0.000,0,,,,,0,0,1,0,11h18m31.89s,169.632874,-01d46m26.9s,-1.774130,,,,,15.780,0.010,0,,V (Johnson),,,,4103.00,90.00,-90.00,0,0,0.50,0.08,-0.08,0,0,0.45,0.07,-0.07,0,0,2016-07-18,0.0703750,0.0005833,-0.0005833,0,2456809.526040,0.000180,-0.000180,0,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJS..226....7C target=ref>Crossfield et al. 2016</a>
857,K2-46,b,Transit,1,19.15410000,0.00410000,-0.00410000,0,0.138210,0.000960,-0.000960,0,,,,,,,,,,,,,,0.183,0.021,-0.021,0,,,,,0,0,1,0,11h37m03.92s,174.266342,-00d54m26.1s,-0.907261,,,,,12.029,0.020,0,,V (Johnson),,,,6256.00,37.00,-37.00,0,0,0.96,0.02,-0.02,0,0,1.29,0.12,-0.12,0,0,2016-07-18,0.2804167,0.0125000,-0.0125000,0,2456815.335300,0.008200,-0.008200,0,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJS..226....7C target=ref>Crossfield et al. 2016</a>
858,K2-47,b,Transit,1,31.63720000,0.00880000,-0.00880000,0,0.177900,0.001600,-0.001600,0,,,,,,,,,,,,,,0.169,0.023,-0.023,0,,,,,0,0,1,0,11h14m19.82s,168.582596,+02d46m50.6s,2.780711,,,,,14.085,0.110,0,,V (Johnson),,,,5054.00,82.00,-82.00,0,0,0.75,0.02,-0.02,0,0,0.76,0.03,-0.03,0,0,2016-07-18,0.1666667,0.0362500,-0.0362500,0,2456825.703000,0.014000,-0.014000,0,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJS..226....7C target=ref>Crossfield et al. 2016</a>
859,K2-48,b,Transit,1,20.50650000,0.00350000,-0.00350000,0,0.134400,0.001200,-0.001200,0,,,,,,,,,,,,,,0.200,0.021,-0.021,0,,,,,0,0,1,0,11h44m29.65s,176.123550,+03d16m20.7s,3.272425,,,,,14.277,0.030,0,,V (Johnson),,,,4899.00,78.00,-78.00,0,0,0.77,0.02,-0.02,0,0,0.73,0.02,-0.02,0,0,2016-07-18,0.1254167,0.0112500,-0.0112500,0,2456817.485900,0.007000,-0.007000,0,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJS..226....7C target=ref>Crossfield et al. 2016</a>
